time_s,phase,command_height_m,base_height_m,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_9_pos,joint_10_pos,joint_11_pos,joint_12_pos,joint_13_pos,joint_14_pos,joint_15_pos,joint_0_target,joint_1_target,joint_2_target,joint_3_target,joint_4_target,joint_5_target,joint_6_target,joint_7_target,joint_8_target,joint_9_target,joint_10_target,joint_11_target,joint_12_target,joint_13_target,joint_14_target,joint_15_target
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306866,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306857,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
0.01000000,joint_to_pre_height,0.12000000,0.25306857,-0.43788275,-1.07628036,2.76047516,0.58794630,0.43795258,-1.07630312,2.76047730,0.59011990,-0.43780208,1.00507665,-2.76048088,0.94957745,0.43770695,1.00523889,-2.76048017,0.94294858,-0.43782470,-1.07631397,2.76046133,0.58786809,0.43789437,-1.07633686,2.76046443,0.59004104,-0.43774390,1.00511956,-2.76046705,0.94945091,0.43764886,1.00528193,-2.76046634,0.94282293
